NCT_Number,Study_Title,Study_Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder_Type,Study_Type,Study_Design,Start_Date,Primary_Completion_Date,Completion_Date,First_Posted,Last_Update_Posted,Locations
NCT06837428,Peer Comparison-based Risk Communication,COMPLETED,Diabetes Type 2,OTHER: Peer comparison-based Risk Communication (PRICOM),SingHealth Polyclinics,,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,21-08-2023,22-01-2024,29-08-2024,20-02-2025,20-02-2025,"SingHealth Polyclinics - Bedok Polyclinic, Singapore, 469662, Singapore"
NCT06301191,The Effect of Semaglutide on Cardiovascular Markers and Liver Function,UNKNOWN,Diabetes Type 2,"DRUG: Semaglutide, 1.0 mg/mL|DRUG: Dipeptidyl Peptidase 4 inhibitor",Attikon Hospital,,ALL,"ADULT, OLDER_ADULT",,50,OTHER,OBSERVATIONAL,Observational Model: CASE_CONTROL | Time Perspective: PROSPECTIVE,01-03-2022,01-03-2023,01-05-2024,08-03-2024,08-03-2024,"Attikon University General Hospital, Athens, 12462, Greece"
NCT07493707,Effect of an Intervention With Apple Cider Vinegar on Glycemic Variability and Lipid Profile in Patients With Type 2 Diabetes Mellitus,ACTIVE_NOT_RECRUITING,Type 2 Diabetes Mellitus 2,DIETARY_SUPPLEMENT: Apple Cider Vinegar,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,ALL,ADULT,NA,38,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,06-05-2024,2026-08,2026-12,25-03-2026,25-03-2026,"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán, Mexico City, 14080, Mexico"
NCT02496000,Phase II Safety and Efficacy Study of Oral ORMD-0801 in Patients With Type 2 Diabetes Mellitus,COMPLETED,Diabetes Type 2,DRUG: ORMD-0801|DRUG: Placebo Comparator,"Oramed, Ltd.",Integrium,ALL,"ADULT, OLDER_ADULT",PHASE2,188,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",27-07-2015,27-06-2016,13-09-2016,14-07-2015,13-11-2019,"Steingard Medical Group, Phoenix, Arizona, 85015, United States|Arkansas Primary Care Clinic, PA, Little Rock, Arkansas, 72204, United States|Dream Team Clinical Research, Anaheim, California, 92801, United States|ACTCA, Inc., Los Angeles, California, 90017, United States|ACTCA, Los Angeles, California, 90036, United States|National Research Institute, Los Angeles, California, 90057, United States|Providence Clinical Research, North Hollywood, California, 91606, United States|Mills-Peninsula Health Services, San Mateo, California, 94401, United States|Orange County Research Center, Tustin, California, 92780, United States|Creekside Endocrine Associates, PC, Denver, Colorado, 80209, United States|Meridien Research, Bradenton, Florida, 34208, United States|Meridien Research, Brooksville, Florida, 34601, United States|Clinical Research of West Florida, Inc., Clearwater, Florida, 33765, United States|Research in Miami Inc., Hialeah, Florida, 33013, United States|Research in Miami, Inc., Hialeah, Florida, 33013, United States|Phoenix Medical Research LLC, Miami, Florida, 33165, United States|Ormond Medical Arts Pharmaceutical Research Center, Ormond Beach, Florida, 32174, United States|Clinical Research of West Florida, Inc., Tampa, Florida, 33603, United States|Meridien Research, Tampa, Florida, 33634, United States|Metabolic Research Institute, Inc, West Palm Beach, Florida, 33401, United States|Heartland Research Associates, LLC, Wichita, Kansas, 67207, United States|Maine Research Associates, Auburn, Maine, 04210, United States|Apex Medical Research, MI, Inc, Flint, Michigan, 48504, United States|Impact Clinical Trials, Las Vegas, Nevada, 89106, United States|New York Clinical Trials, New York, New York, 10018, United States|Lynn Institute of Norman, Norman, Oklahoma, 73069, United States|Upstate Pharmaceutical Research, Greenville, South Carolina, 29615, United States|Padre Coast Clinical Research, Corpus Christi, Texas, 78404, United States|Sun Research Institute, San Antonio, Texas, 78215, United States|Southwest Clinic, San Antonio, Texas, 78221, United States|Panacea Clinical Research, San Antonio, Texas, 78228, United States|Clinical Trials of Texas, Inc., San Antonio, Texas, 78229, United States|Wasatch Clinical Research, LLC, Salt Lake City, Utah, 84107, United States|Rainier Clinical Research Center, Inc., Renton, Washington, 98057, United States"
NCT05915949,"Comparison of Dapagliflozin, Lobeglitazone, and Its Combination in Efficacy and Safety",UNKNOWN,Diabetes Type 2,DRUG: Dapagliflozin 10mg Tab|DRUG: Lobeglitazone 0.5 mg|DRUG: Dapagliflozin + Lobeglitazone,Seoul National University Bundang Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE4,99,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,01-01-2022,30-10-2023,31-12-2023,23-06-2023,14-08-2023,"Seoul National University Bundang Hospital, Seongnam-si, Gyeonggi-do, 463-707, South Korea"
NCT06030544,Oleanolic Acid as Therapeutic Adjuvant for Type 2 Diabetes Mellitus (OLTRAD STUDY),ACTIVE_NOT_RECRUITING,Diabetic Patients|Type II Diabetes Mellitus,DIETARY_SUPPLEMENT: OA-enriched functional olive oil|DIETARY_SUPPLEMENT: commercial olive oil,Spanish National Research Council,Andalusian Health Service|Universidad Pablo de Olavide,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER_GOV,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",25-02-2022,20-03-2025,30-06-2025,11-09-2023,07-03-2025,"Virgen del Rocío University Hospital, Seville, Andalicía, 41013, Spain"
NCT07204782,"Cardiovascular Disease CVD Constitutes a Significant Health Challenge for Individuals With Type 2 Diabetes Mellitus T2DM, Affecting Approximately 32% of This Population and Contributing Significantly to Global Mortality.Visceral Adipose Tissue VAT Accumulation Has Been Recognize",NOT_YET_RECRUITING,Diabete Mellitus,,Assiut University,,ALL,"ADULT, OLDER_ADULT",,238,OTHER,OBSERVATIONAL,Observational Model: CASE_CONTROL | Time Perspective: CROSS_SECTIONAL,01-12-2025,01-04-2027,01-07-2027,02-10-2025,02-10-2025,"Assiut university, Asyut, Egypt"
NCT05711602,The Physical and Mental Health of People With Type II Diabetes Mellitus.,COMPLETED,Adult ALL|Diabete Type 2,OTHER: Pilates,University of Jaén,,ALL,"ADULT, OLDER_ADULT",NA,104,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",09-01-2024,20-01-2024,21-04-2024,03-02-2023,19-03-2025,"U.E.D. Virgen de la Capilla, Jaén, 23004, Spain"
NCT07229482,"Potatoes, Type 2 Diabetes, and Cardiometabolic Health",NOT_YET_RECRUITING,T2D|Blood Pressure|Cardiometabolic Health,OTHER: Controlled diet: Potato-rich healthy dietary pattern|OTHER: Controlled diet: Typical Western-style dietary pattern,Virginia Polytechnic Institute and State University,,ALL,"ADULT, OLDER_ADULT",NA,42,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (OUTCOMES_ASSESSOR) | Primary Purpose: PREVENTION,2026-06,2028-10,2029-03,17-11-2025,13-04-2026,"Virginia Polytechnic Institute and State University, Blacksburg, Virginia, 24061, United States"
NCT07503548,"Effect of Tributyrin Supplementation on Glycemic Control, Inflammation, and Cardiovascular Risk in Patients With Type 2 Diabetes",NOT_YET_RECRUITING,Diabete Mellitus,DRUG: tributyrin|OTHER: Placebo,Ain Shams University,,ALL,"ADULT, OLDER_ADULT",PHASE3,60,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: SUPPORTIVE_CARE",26-03-2026,26-08-2026,26-08-2026,31-03-2026,31-03-2026,"Matareya Teaching Hospital, Cairo, Egypt"
NCT05789706,Use of a Smart-phone Based Medication Adherence Platform to Improve Outcomes in Uncontrolled Non-insulin Dependent Diabetes Among Veterans,COMPLETED,Diabetes|Diabete Type 2,BEHAVIORAL: Dayamed Arthur a novel intelligent medication adherence platform,VA Sierra Nevada Health Care System,,ALL,"ADULT, OLDER_ADULT",NA,30,FED,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: CROSSOVER | Masking: NONE | Primary Purpose: TREATMENT,24-03-2021,01-01-2023,01-03-2023,29-03-2023,29-03-2023,"VA Sierra Nevada Health Care System, Reno, Nevada, 89502, United States"
NCT01925443,Effects of Low Power Laser Therapy on Muscle Performance Isokinetic Pre-exercise in Individuals With Diabetes Mellitus Type II,SUSPENDED,Diabetes Mellitus Non-insulin-dependent,OTHER: Low level laser therapy,University of Nove de Julho,,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,2015-12,2016-12,2017-06,19-08-2013,03-12-2015,"University of Nove de Julho, São Paulo, São Paulo, 01504-001, Brazil"
NCT05107063,An Observational Study Investigating the Effectiveness of Pravastatin on Renal Function in Korean Dyslipidemic Patients With Type 2 Diabetes,COMPLETED,Dyslipidemia Associated With Type II Diabetes Mellitus,DRUG: Pravastatin,Daiichi Sankyo,"Daiichi Sankyo Korea Co., Ltd.",ALL,"ADULT, OLDER_ADULT",,2972,INDUSTRY,OBSERVATIONAL,Observational Model: COHORT | Time Perspective: PROSPECTIVE,20-01-2016,19-04-2018,19-04-2018,04-11-2021,04-11-2021,"Korea University Ansan Hospital, Ansan, 15355, South Korea|The Catholic University of Korea, Bucheon St. Mary's Hospital, Bucheon-si, 14647, South Korea|Yeongnam University Medical Center, Busan, 42415, South Korea|Inje University Busan Paik Hospital - Site 23, Busan, 47392, South Korea|Inje University Busan Paik Hospital - Site 26, Busan, 47392, South Korea|Bong Seng Memorial Hospital, Busan, 48775, South Korea|Pusan National University Hospital - Site 43, Busan, 49241, South Korea|Pusan National University Hospital - Site 49, Busan, 49241, South Korea|Kosin University Gospel Hospital, Busan, 49267, South Korea|Changwon Fatima Hospital, Changwon, 51394, South Korea|Soon Chun Hyang University Cheonan Hospital, Cheonan, 31151, South Korea|Daegu Catholic University Medical Center, Daegu, 42472, South Korea|Eulji University DaeJeon Medical Center, Daejeon, 35233, South Korea|Konyang University Hospital, Daejeon, 35365, South Korea|GangNeung Asan Hospital, Gangneung, 25440, South Korea|Dongguk University Ilsan Hospital, Goyang, 10326, South Korea|Inje University Ilsan Paik Hospital, Goyang, 10380, South Korea|National Health Insurance Service Ilsan Hospital, Goyang, 10444, South Korea|Myongji Hospital, Goyang, 10475, South Korea|Chosun University Hospital, Gwangju, 61453, South Korea|Gwangju Veterans Hospital, Gwangju, 62284, South Korea|Gachon University Gil Medical Center, Incheon, 21565, South Korea|Bundang CHA General Hospital, Seongnam, 13496, South Korea|Seoul National University Bundang Hospital, Seongnam, 13620, South Korea|HANIL General Hospital, Seoul, 01450, South Korea|Korea Cancer Center Hospital, Seoul, 01812, South Korea|Eulji University Medical Center - Site 20, Seoul, 01830, South Korea|Eulji University Medical Center - Site 52, Seoul, 01830, South Korea|Seoul Medical Center, Seoul, 02053, South Korea|The Catholic University of Korea, St. Paul's Hospital, Seoul, 02559, South Korea|Yonsei University Health System, Severance Hospital, Seoul, 03722, South Korea|Soon Chun Hyang University Seoul Hospital, Seoul, 04401, South Korea|Kyung Hee University Hospital at Gangdong, Seoul, 05278, South Korea|Kangdong Sacred Heart Hospital, Seoul, 05355, South Korea|VHS Medical Center, Seoul, 05368, South Korea|Yonsei University Health System, Gangnam Severance Hospital, Seoul, 06273, South Korea|Samsung Medical Center, Seoul, 06351, South Korea|Chung-Ang Univerisity Hospital, Seoul, 06973, South Korea|The Catholic University of Korea, Yeouido St. Mary's Hospital, Seoul, 07345, South Korea|St. Carollo General Hospital, Suncheon, 57931, South Korea|The Catholic University of Korea, St. Vincent's Hospital - Site 45, Suwon, 16247, South Korea|The Catholic University of Korea, St. Vincent's Hospital - Site 50, Suwon, 16247, South Korea|Ajou University Hospital - Site 04, Suwon, 16499, South Korea|Ajou University Hospital - Site 05, Suwon, 16499, South Korea|Dongkang Medical Center, Ulsan, 44455, South Korea|Yonsei University, Wonju Severance Christian Hospital - Site 10, Wŏnju, 26426, South Korea|Yonsei University, Wonju Severance Christian Hospital - Site 15, Wŏnju, 26426, South Korea"
NCT06319300,Artificial Intelligence-assisted Insulin System in Type 2 Diabetes in General Wards,COMPLETED,Diabetes Type 2,DEVICE: AI-assisted insulin dose adjustment model|OTHER: doctor's insulin dose adjustment,Shanghai Zhongshan Hospital,Shanghai Fifth People's Hospital,ALL,"ADULT, OLDER_ADULT",NA,144,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: TREATMENT,19-04-2024,20-09-2025,20-09-2025,20-03-2024,23-06-2026,"Zhongshan Hospital, Fudan University, Shanghai, Shanghai Municipality, 200032, China"
NCT07661381,An Online Lifestyle Program With an AI Lifestyle Coach and Continues Glucose Monitoring in Type 2 Diabetes.,NOT_YET_RECRUITING,Diabetes Type 2,BEHAVIORAL: Lifestyle program|DEVICE: Lifestyle program + coach|DEVICE: Lifestyle program + coach + CGM,University of Twente,TNO,ALL,"ADULT, OLDER_ADULT",NA,160,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: SUPPORTIVE_CARE,2026-09,2028-12,2028-12,22-06-2026,22-06-2026,"University of Twente, Enschede, Overijssel, 7500 AE, Netherlands"
NCT01652729,"Comparison Study of the Glycemic Effects, Safety, and Tolerability of Exenatide Once Weekly Suspension to Sitagliptin and Placebo in Subjects With Type 2 Diabetes Mellitus",COMPLETED,Diabetes Type 2,DRUG: Exenatide once weekly suspension|DRUG: Sitagliptin|DRUG: Placebo,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE3,365,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,2013-02,2014-04,2014-04,30-07-2012,20-08-2015,"Research Site, Birmingham, Alabama, 35216, United States|Research Site, Huntsville, Alabama, 35801, United States|Research Site, Phoenix, Arizona, 85018, United States|Research Site, Phoenix, Arizona, 85020, United States|Research Site, Beverly Hills, California, 90036, United States|Research Site, Buena Park, California, 90620, United States|Research Site, Chino, California, 91710, United States|Research Site, Chula Vista, California, 91910, United States|Research Site, Encinitas, California, 92024, United States|Research Site, Greenbrae, California, 94904, United States|Research Site, Los Angeles, California, 90057, United States|Research Site, Los Angeles, California, 90059, United States|Research Site, North Hollywood, California, 91606, United States|Research Site, Walnut Creek, California, 94598, United States|Research Site, West Hills, California, 91307, United States|Research Site, Boca Raton, Florida, 33432, United States|Research Site, Hialeah, Florida, 33012, United States|Research Site, Miami, Florida, 33143, United States|Research Site, Miami, Florida, 33169, United States|Research Site, Miami, Florida, 33183, United States|Research Site, Port Orange, Florida, 32127, United States|Research Site, St. Petersburg, Florida, 33709, United States|Research Site, Chicago, Illinois, 60607, United States|Research Site, Evanston, Illinois, 60201, United States|Research Site, Indianapolis, Indiana, 46254, United States|Research Site, Oxon Hill, Maryland, 20745, United States|Research Site, Omaha, Nebraska, 68130, United States|Research Site, Henderson, Nevada, 89052, United States|Research Site, Las Vegas, Nevada, 89101, United States|Research Site, Las Vegas, Nevada, 89123, United States|Research Site, Albuquerque, New Mexico, 87102, United States|Research Site, Buffalo, New York, 14215, United States|Research Site, Hartsdale, New York, 10530, United States|Research Site, Charlotte, North Carolina, 28204, United States|Research Site, Clayton, North Carolina, 27520, United States|Research Site, Durham, North Carolina, 27710, United States|Research Site, Greensboro, North Carolina, 27410, United States|Research Site, Mooresville, North Carolina, 28117, United States|Research Site, Salisbury, North Carolina, 28144, United States|Research Site, Cincinnati, Ohio, 45246, United States|Research Site, Franklin, Ohio, 45005, United States|Research Site, Marion, Ohio, 43302, United States|Research Site, Yukon, Oklahoma, 73099, United States|Research Site, Eugene, Oregon, 97404, United States|Research Site, Portland, Oregon, 97210, United States|Research Site, Greer, South Carolina, 29651, United States|Research Site, Simpsonville, South Carolina, 29681, United States|Reseach Site, Rapid City, South Dakota, 57702, United States|Research Site, Chattanooga, Tennessee, 37421, United States|Research Site, Carrolton, Texas, 75007, United States|Research Site, Corpus Christi, Texas, 78404, United States|Research Site, Dallas, Texas, 75390, United States|Research Site, Houston, Texas, 77072, United States|Research Site, Houston, Texas, 77074, United States|Research Site, Katy, Texas, 77450, United States|Research Site, San Antonio, Texas, 78205, United States|Research Site, Salt Lake City, Utah, 84095, United States|Research Site, Salt Lake City, Utah, 84107, United States|Research Site, Burke, Virginia, 22015, United States|Research Site, Spokane, Washington, 99202, United States"
NCT02529982,Curcumin Supplementation and Patients With Type 2 Diabetes,COMPLETED,Non Insulin Dependent Diabetes,DIETARY_SUPPLEMENT: Curcumin|DIETARY_SUPPLEMENT: Placebo,National Nutrition and Food Technology Institute,,ALL,"ADULT, OLDER_ADULT",NA,44,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2015-07,2016-01,2016-04,20-08-2015,26-02-2019,"NNFTRI clinic, Tehran, 19435, Iran"
NCT02529969,Effects of Curcumin Supplementation on Lipid Profile and Inflammatory Markers of Patients With Type 2 Diabetes,UNKNOWN,Non Insulin Dependent Diabetes,DIETARY_SUPPLEMENT: curcumin|DIETARY_SUPPLEMENT: Placebo,National Nutrition and Food Technology Institute,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,50,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",2015-07,2016-01,,20-08-2015,20-08-2015,"NNFTRI clinic, Tehran, Tehran Province, 19435, Iran"
NCT04233229,Evaluation of a Closed-loop Insulin Delivery System at Home With Tailored Home Care Services in Poorly Controlled Type 2 Diabetes Patients (T2D),COMPLETED,Diabetes Type 2,DEVICE: t:slim X2 with Control-IQ|OTHER: home healthcare services|OTHER: usual care for daily insulin treatment,Air Liquide Santé International,International Clinical Trials Association,ALL,"ADULT, OLDER_ADULT",NA,43,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: OTHER,30-12-2019,30-05-2022,30-05-2022,18-01-2020,20-04-2025,"CHRU Brest, Brest, Brittany Region, 29609, France|CHU Rouen, Rouen, Normandy, 76230, France|CHU Amiens, Amiens, Picardie, 80054, France|CHU Caen, Caen, 14033, France|Hopital Européen de Marseille, Marseille, 13003, France|CHU Nantes, Nantes, 44093, France|CHU Strasbourg, Strasbourg, 67091, France|CHU Toulouse, Toulouse, 31059, France|CHRU Nancy-Hôpitaux de Brabois, Vandœuvre-lès-Nancy, 54511, France|APHP Lariboisière, Paris, Île-de-France Region, 75475, France"
NCT04289818,"The Effectiveness of ""CARE Coaching Model"" as an Effort to Empower Type 2 Diabetes Mellitus Patients",COMPLETED,Diabetes Type 2,OTHER: Health Coaching,Indonesia University,,ALL,ADULT,NA,60,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: PREVENTION,01-02-2018,31-08-2018,31-03-2020,28-02-2020,02-11-2022,"Faculty of Medicine, Universitas Indonesia, Jakarta Pusat, DKI Jakarta, 10430, Indonesia"
NCT02726217,NYULMC CareSmarts Pilot,COMPLETED,Diabetes|Type 2 Diabetes (T2D),BEHAVIORAL: CareSmarts Mobile Health Diabetes Program|BEHAVIORAL: Standard of Care Reminders and Self Assessments,NYU Langone Health,,ALL,"ADULT, OLDER_ADULT",NA,26,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (PARTICIPANT) | Primary Purpose: SUPPORTIVE_CARE,01-03-2016,02-05-2017,02-05-2017,01-04-2016,05-05-2017,"New York University School of Medicine, New York, New York, 10016, United States"
